0.010 5.002 70
70
0.010	0.264
0.011	0.284
0.013	0.306
0.014	0.329
0.015	0.352
0.016	0.376
0.018	0.401
0.019	0.425
0.020	0.450
0.023	0.498
0.025	0.547
0.028	0.594
0.030	0.640
0.033	0.685
0.035	0.728
0.040	0.810
0.045	0.888
0.050	0.960
0.055	1.029
0.060	1.093
0.065	1.154
0.070	1.211
0.075	1.266
0.080	1.319
0.085	1.369
0.090	1.418
0.100	1.509
0.113	1.614
0.125	1.712
0.138	1.802
0.150	1.887
0.163	1.966
0.175	2.041
0.188	2.111
0.200	2.177
0.225	2.299
0.250	2.408
0.275	2.506
0.300	2.594
0.325	2.675
0.350	2.747
0.400	2.873
0.450	2.977
0.500	3.062
0.550	3.133
0.600	3.192
0.650	3.240
0.700	3.279
0.750	3.311
0.800	3.336
0.850	3.356
0.900	3.370
1.000	3.388
1.125	3.392
1.251	3.383
1.376	3.363
1.501	3.337
1.626	3.307
1.751	3.273
1.876	3.236
2.001	3.199
2.251	3.139
2.501	3.058
2.751	2.982
3.001	2.907
3.251	2.836
3.501	2.767
4.002	2.640
4.502	2.526
5.002	2.423
