0.010 4.167 68
68
0.010	2.339
0.011	2.466
0.013	2.589
0.014	2.708
0.015	2.825
0.016	2.940
0.017	3.053
0.019	3.277
0.021	3.499
0.023	3.719
0.025	3.937
0.027	4.153
0.029	4.365
0.033	4.780
0.038	5.181
0.042	5.567
0.046	5.939
0.050	6.298
0.054	6.645
0.058	6.980
0.063	7.304
0.067	7.617
0.071	7.920
0.075	8.214
0.083	8.772
0.094	9.422
0.104	10.020
0.115	10.580
0.125	11.090
0.135	11.560
0.146	12.000
0.156	12.400
0.167	12.770
0.188	13.430
0.208	13.990
0.229	14.460
0.250	14.860
0.271	15.200
0.292	15.480
0.333	15.920
0.375	16.220
0.417	16.420
0.458	16.540
0.500	16.600
0.542	16.610
0.583	16.590
0.625	16.550
0.667	16.480
0.708	16.400
0.750	16.310
0.833	16.090
0.938	15.790
1.042	15.480
1.146	15.160
1.250	14.840
1.354	14.530
1.458	14.230
1.563	13.930
1.667	13.650
1.875	13.100
2.083	12.660
2.292	12.230
2.500	11.770
2.708	11.380
2.917	11.020
3.333	10.360
3.750	9.768
4.167	9.242
