0.010 3.706 67
67
0.010	2.822
0.011	2.938
0.012	3.049
0.013	3.154
0.014	3.255
0.015	3.353
0.017	3.546
0.019	3.735
0.020	3.923
0.022	4.111
0.024	4.298
0.026	4.483
0.030	4.848
0.033	5.203
0.037	5.547
0.041	5.879
0.044	6.201
0.048	6.513
0.052	6.814
0.056	7.107
0.059	7.391
0.063	7.667
0.067	7.935
0.074	8.451
0.083	9.058
0.093	9.629
0.102	10.170
0.111	10.670
0.120	11.150
0.130	11.590
0.139	12.020
0.148	12.410
0.167	13.140
0.185	13.780
0.204	14.350
0.222	14.850
0.241	15.290
0.259	15.680
0.296	16.310
0.334	16.800
0.371	17.160
0.408	17.430
0.445	17.630
0.482	17.760
0.519	17.840
0.556	17.890
0.593	17.900
0.630	17.890
0.667	17.860
0.741	17.740
0.834	17.540
0.927	17.300
1.019	17.030
1.112	16.750
1.205	16.460
1.297	16.180
1.390	15.900
1.482	15.620
1.668	15.080
1.853	14.580
2.038	14.130
2.224	13.760
2.409	13.310
2.594	12.930
2.965	12.240
3.336	11.630
3.706	11.070
