0.010 3.706 67
67
0.010	0.5211
0.011	0.5598
0.012	0.5976
0.013	0.6344
0.014	0.6703
0.015	0.7052
0.017	0.7721
0.019	0.8354
0.020	0.8954
0.022	0.9522
0.024	1.006
0.026	1.058
0.030	1.154
0.033	1.244
0.037	1.328
0.041	1.408
0.044	1.486
0.048	1.562
0.052	1.637
0.056	1.712
0.059	1.786
0.063	1.861
0.067	1.936
0.074	2.086
0.083	2.276
0.093	2.465
0.102	2.653
0.111	2.838
0.120	3.019
0.130	3.196
0.139	3.366
0.148	3.531
0.167	3.841
0.185	4.125
0.204	4.383
0.222	4.617
0.241	4.828
0.259	5.018
0.296	5.343
0.334	5.605
0.371	5.818
0.408	5.99
0.445	6.13
0.482	6.245
0.519	6.338
0.556	6.415
0.593	6.477
0.630	6.529
0.667	6.57
0.741	6.631
0.834	6.676
0.927	6.696
1.019	6.698
1.112	6.688
1.205	6.667
1.297	6.639
1.390	6.605
1.482	6.566
1.668	6.477
1.853	6.376
2.038	6.284
2.224	6.221
2.409	6.117
2.594	6.019
2.965	5.816
3.336	5.612
3.706	5.411
