0.011 5.362 71
71
0.011	3.604
0.012	3.697
0.013	3.791
0.013	3.886
0.014	3.982
0.016	4.182
0.018	4.390
0.020	4.606
0.021	4.829
0.023	5.054
0.025	5.282
0.029	5.735
0.032	6.178
0.036	6.606
0.039	7.016
0.043	7.409
0.046	7.783
0.050	8.141
0.054	8.482
0.057	8.808
0.061	9.120
0.064	9.418
0.071	9.979
0.080	10.620
0.089	11.210
0.098	11.750
0.107	12.250
0.116	12.710
0.125	13.150
0.134	13.560
0.143	13.940
0.161	14.640
0.179	15.260
0.197	15.820
0.214	16.320
0.232	16.770
0.250	17.170
0.286	17.840
0.322	18.380
0.357	18.810
0.393	19.140
0.429	19.400
0.465	19.590
0.500	19.730
0.536	19.820
0.572	19.880
0.608	19.910
0.643	19.910
0.715	19.850
0.804	19.700
0.894	19.490
0.983	19.240
1.072	18.970
1.162	18.680
1.251	18.390
1.340	18.100
1.430	17.800
1.608	17.220
1.787	16.660
1.966	16.130
2.145	15.730
2.323	15.270
2.502	14.800
2.859	14.020
3.217	13.320
3.574	12.690
3.932	12.120
4.289	11.600
4.647	11.120
5.004	10.680
5.362	10.280
