0.025 3.799 57
57
0.025	0.977
0.028	1.072
0.032	1.167
0.035	1.262
0.038	1.358
0.041	1.455
0.044	1.552
0.047	1.649
0.051	1.747
0.057	1.942
0.063	2.136
0.070	2.328
0.076	2.518
0.082	2.705
0.089	2.889
0.101	3.244
0.114	3.582
0.127	3.903
0.139	4.208
0.152	4.498
0.165	4.773
0.177	5.035
0.190	5.285
0.203	5.523
0.215	5.751
0.228	5.970
0.253	6.384
0.285	6.861
0.317	7.302
0.348	7.714
0.380	8.101
0.412	8.465
0.443	8.811
0.475	9.140
0.507	9.453
0.570	10.040
0.633	10.570
0.696	11.060
0.760	11.520
0.823	11.930
0.886	12.320
1.013	13.000
1.140	13.580
1.266	14.070
1.393	14.500
1.520	14.860
1.646	15.170
1.773	15.430
1.899	15.660
2.026	15.850
2.153	16.070
2.279	16.230
2.533	16.420
2.849	16.580
3.166	16.650
3.482	16.670
3.799	16.640
