0.010 3.706 67
67
0.010	0.347
0.011	0.365
0.012	0.384
0.013	0.402
0.014	0.420
0.015	0.438
0.017	0.475
0.019	0.511
0.020	0.547
0.022	0.583
0.024	0.618
0.026	0.653
0.030	0.723
0.033	0.792
0.037	0.860
0.041	0.927
0.044	0.993
0.048	1.058
0.052	1.122
0.056	1.186
0.059	1.248
0.063	1.309
0.067	1.370
0.074	1.488
0.083	1.630
0.093	1.768
0.102	1.899
0.111	2.026
0.120	2.147
0.130	2.264
0.139	2.375
0.148	2.482
0.167	2.681
0.185	2.863
0.204	3.029
0.222	3.180
0.241	3.318
0.259	3.444
0.296	3.663
0.334	3.846
0.371	4.000
0.408	4.129
0.445	4.238
0.482	4.331
0.519	4.409
0.556	4.476
0.593	4.533
0.630	4.582
0.667	4.623
0.741	4.689
0.834	4.745
0.927	4.779
1.019	4.798
1.112	4.806
1.205	4.804
1.297	4.794
1.390	4.779
1.482	4.760
1.668	4.711
1.853	4.653
2.038	4.599
2.224	4.559
2.409	4.493
2.594	4.430
2.965	4.297
3.336	4.164
3.706	4.033
