0.010 6.254 73
73
0.010	0.288
0.011	0.308
0.013	0.328
0.014	0.348
0.015	0.368
0.016	0.388
0.017	0.409
0.019	0.449
0.021	0.490
0.023	0.530
0.025	0.570
0.027	0.610
0.029	0.650
0.033	0.728
0.038	0.805
0.042	0.881
0.046	0.957
0.050	1.031
0.054	1.103
0.058	1.175
0.063	1.245
0.067	1.315
0.071	1.383
0.075	1.449
0.083	1.579
0.094	1.734
0.104	1.881
0.115	2.019
0.125	2.151
0.136	2.275
0.146	2.392
0.156	2.502
0.167	2.606
0.188	2.795
0.208	2.963
0.229	3.113
0.250	3.245
0.271	3.363
0.292	3.468
0.334	3.646
0.375	3.788
0.417	3.904
0.459	3.998
0.500	4.075
0.542	4.138
0.584	4.190
0.625	4.232
0.667	4.267
0.709	4.296
0.750	4.319
0.834	4.352
0.938	4.375
1.042	4.382
1.147	4.378
1.251	4.365
1.355	4.346
1.459	4.322
1.563	4.294
1.668	4.263
1.876	4.195
2.085	4.137
2.293	4.080
2.502	4.004
2.710	3.931
2.918	3.857
3.335	3.708
3.752	3.564
4.169	3.426
4.586	3.297
5.003	3.176
5.420	3.064
5.837	2.960
6.254	2.863
