0.010 4.000 68
68
0.010	0.249
0.011	0.266
0.012	0.284
0.013	0.302
0.014	0.320
0.015	0.339
0.016	0.357
0.018	0.394
0.020	0.431
0.022	0.468
0.024	0.504
0.026	0.541
0.028	0.576
0.032	0.647
0.036	0.715
0.040	0.782
0.044	0.847
0.048	0.911
0.052	0.973
0.056	1.033
0.060	1.092
0.064	1.150
0.068	1.207
0.072	1.262
0.080	1.369
0.090	1.497
0.100	1.617
0.110	1.731
0.120	1.839
0.130	1.942
0.140	2.038
0.150	2.130
0.160	2.217
0.180	2.376
0.200	2.519
0.220	2.648
0.240	2.763
0.260	2.867
0.280	2.961
0.320	3.123
0.360	3.256
0.400	3.367
0.440	3.459
0.480	3.535
0.520	3.600
0.560	3.653
0.600	3.698
0.640	3.735
0.680	3.765
0.720	3.790
0.800	3.826
0.900	3.850
1.000	3.857
1.100	3.851
1.200	3.837
1.300	3.816
1.400	3.790
1.500	3.761
1.600	3.729
1.800	3.661
2.000	3.591
2.200	3.536
2.400	3.462
2.600	3.392
2.800	3.323
3.200	3.193
3.600	3.073
4.000	2.963
