0.010 4.000 68
68
0.010	2.436
0.011	2.553
0.012	2.663
0.013	2.766
0.014	2.866
0.015	2.962
0.016	3.056
0.018	3.239
0.020	3.420
0.022	3.600
0.024	3.779
0.026	3.956
0.028	4.131
0.032	4.477
0.036	4.814
0.040	5.143
0.044	5.462
0.048	5.773
0.052	6.075
0.056	6.370
0.060	6.656
0.064	6.934
0.068	7.205
0.072	7.468
0.080	7.973
0.090	8.564
0.100	9.114
0.110	9.624
0.120	10.100
0.130	10.530
0.140	10.940
0.150	11.310
0.160	11.650
0.180	12.260
0.200	12.780
0.220	13.210
0.240	13.580
0.260	13.880
0.280	14.140
0.320	14.520
0.360	14.780
0.400	14.940
0.440	15.030
0.480	15.060
0.520	15.050
0.560	15.020
0.600	14.960
0.640	14.880
0.680	14.780
0.720	14.680
0.800	14.460
0.900	14.160
1.000	13.850
1.100	13.540
1.200	13.240
1.300	12.940
1.400	12.660
1.500	12.380
1.600	12.120
1.800	11.620
2.000	11.160
2.200	10.820
2.400	10.400
2.600	10.050
2.800	9.725
3.200	9.135
3.600	8.614
4.000	8.148
